Go.	Va !
Stay very still.	Reste bien tranquille !
Stay very still.	Restez bien tranquille !
Stay very still.	Restez bien tranquilles !
Stop doing that.	Arrête de faire ça !
Stop doing that.	Arrêtez de faire ça !
Stop hitting me!	Arrêtez de me frapper !
Stop hitting me!	Arrête de me frapper !
Stop it, please.	Cesse, je te prie !
Stop it, please.	Cessez, je vous prie !
Stop right here.	Arrête juste ici !
Stop right here.	Arrêtez juste ici !
Stop squabbling.	Arrêtez de vous chamailler.
Stop teasing me.	Arrête de me taquiner !
Stop teasing me.	Arrêtez de me taquiner !
Stop whimpering.	Arrête de geindre.
Summer has come.	L'été est venu.
Summer has come.	L'été est arrivé.
Suni is playing.	Suni est en train de jouer.
Take a breather.	Fais une pause !
Take care of it.	Prenez-en soin !
Take care of it.	Prends-en soin !
Take it, please.	Prenez ça, s'il vous plaît.
Take no chances.	Ne prends aucun risque !
Take no chances.	Ne prenez aucun risque !
Talk to my boss.	Parlez à mon patron.
Talk to my boss.	Parle à mon patron.
That can happen.	Ça peut arriver.
That car is his.	Cette voiture est la sienne.
That dog is big.	Ce chien est gros.
That dog is big.	Ce chien est massif.
That dog jumped.	Ce chien a sauté.
That is a table.	C'est une table.
That is correct.	C'est juste.
That is her car.	C'est son véhicule.
That is his car.	C'est sa voiture.
That is my book.	C'est mon livre.
That is so cool.	C'est tellement sympa !
That isn't fair.	C'est injuste.
That looks good.	Ça a l'air bon.
That might help.	Ça pourrait aider.
That was a sign.	C'était un signe.
That won't work!	Ça ne va pas !
That won't work!	Ça ne veut pas marcher !
That won't work!	Ça ne marche pas !
That's a relief.	C'est un soulagement.
That's about it.	En gros, c'est ça.
That's all I do.	C'est tout ce que je fais.
That's all true.	Tout cela est vrai.
That's an order.	C'est un ordre.
That's an order.	Il s'agit d'un ordre.
That's cheating.	C'est de la triche.
That's doubtful.	C'est douteux.
That's doubtful.	Ce n'est pas sûr.
That's my chair.	C'est ma chaise.
That's my fault.	C'est de ma faute.
That's nonsense.	C'est absurde.
That's not cool.	Ce n'est pas sympa.
That's not fair.	C'est injuste.
That's not good.	Ce n'est pas bon.
That's not love.	Ce n'est pas ça, l'amour.
That's not love.	Ce n'est pas de l'amour.
That's not nice.	Ce n'est pas sympa.
That's not true.	Ce n'est pas vrai.
That's not true.	C'est pas vrai.
That's peculiar.	C'est bizarre.
That's peculiar.	C'est étrange.
That's peculiar.	C'est particulier.
That's so weird.	C'est tellement bizarre.
That's terrible.	C'est terrible !
That's the snag.	Voilà le hic.
That's the word.	C'est le mot.
That's too easy.	C'est trop facile.
That's too long.	C'est trop long.
That's too much!	C'est trop !
That's very big.	C'est très grand.
That's very big.	C'est très gros.
That's very odd.	C'est très bizarre.
The air is damp.	L'air est humide.
The answer's no.	La réponse est « non ».
The baby's fine.	L’enfant va bien.
The bike's mine.	Le vélo est à moi.
The book is red.	Le livre est rouge.
The car is blue.	L'auto est bleue.
The cat is lazy.	Le chat est paresseux.
The cat is safe.	Le chat est en sécurité.
The cup is full.	La tasse est pleine.
The dog growled.	Le chien a grogné.
The dog is dead.	Le chien est mort.
The dog is mine.	Le chien est à moi.
The dog is ours.	Le chien est à nous.
The door opened.	La porte s'est ouverte.
The door opened.	La porte s'ouvrit.
The engine died.	Le moteur s'est arrêté.
The house stank.	La maison puait.
The lake is big.	Le lac est grand.
The leaves fell.	Les feuilles tombèrent.
The leaves fell.	Les feuilles sont tombées.
The light is on.	La lumière est allumée.
The man blushed.	L'homme rougit.
The moon is out.	La lune est visible.
The moon is out.	La lune est là.
The net is huge.	Le filet est énorme.
The room is hot.	La pièce est brûlante.
The sea is blue.	La mer est bleue.
The sea is calm.	La mer est calme.
The sky is blue.	Le ciel est bleu.
The soup is hot.	La soupe est chaude.
The soup's cold.	Le potage est froid.
The sun has set.	Le soleil s'est couché.
The team waited.	L'équipe attendait.
The well is dry.	Le puits est à sec.
There she comes.	La voici.
There was music.	Il y avait de la musique.
There's a catch.	Il y a un truc.
There's a catch.	Il y a un piège.
There's a catch.	Il y a une attrape.
There's a table.	Il y a une table.
There's a table.	Il s'y trouve une table.
There's my team.	Voilà mon équipe.
There's no cure.	Il n'y a pas de remède.
There's no cure.	Il n'y a pas de traitement.
There's no door.	Il n'y a pas de porte.
There's no exit.	Il n'y a pas d'issue.
There's no exit.	Il n'y a pas de sortie.
There's no food.	Il n'y a pas de nourriture.
There's no food.	Il n'y a aucune nourriture.
There's no gold.	Il n’y a pas d’or.
There's no hope.	Il n'y a pas d'espoir.
There's no hope.	Il n'y a aucun espoir.
There's no rush.	Il n'y a pas d'urgence.
There's no rush.	Il n'y a pas lieu de se précipiter.
There's no salt.	Il n'y a pas de sel.
There's no time.	Il n'y a pas le temps.
There's our bus.	Il y a notre bus.
There's the rub.	Voilà le hic.
They all did it.	Ils l'ont tous fait.
They all did it.	Elles l'ont toutes fait.
They all did it.	Ils le firent tous.
They all did it.	Elles le firent toutes.
They all hugged.	Tous se prirent dans les bras les uns des autres.
They all hugged.	Toutes se prirent dans les bras les uns des autres.
They all talked.	Ils ont tous parlé.
They are actors.	Ils sont acteurs.
They are melons.	Ce sont des melons.
They blocked it.	Ils l'ont bloquée.
They can manage.	Ils peuvent gérer.
They can manage.	Elles peuvent gérer.
They caught Tom.	Ils ont attrapé Tom.
They caught Tom.	Elles ont attrapé Tom.
They deserve it.	Ils le méritent.
They deserve it.	Elles le méritent.
They don't care.	Ils s'en fichent.
They don't care.	Elles ne s'en soucient pas.
They don't care.	Elles s'en fichent.
They don't help.	Ils n'aident pas.
They feared you.	Ils te craignaient.
They feared you.	Elles te craignaient.
They greeted me.	Ils m'ont souhaité la bienvenue.
They greeted me.	Elles m'ont souhaité la bienvenue.
They had a boat.	Ils avaient un bateau.
They held hands.	Ils se tenaient les mains.
They held hands.	Elles se tenaient les mains.
They helped Tom.	Ils ont aidé Tom.
They left early.	Ils sont partis tôt.
They left early.	Ils partirent tôt.
They live apart.	Ils vivent séparés.
They live apart.	Elles vivent séparées.
They look bored.	Ils ont l'air de s'ennuyer.
They look bored.	Elles ont l'air de s'ennuyer.
They look happy.	Elles semblent heureuses.
They look happy.	Elles ont l'air heureux.
They lost again.	Ils ont encore perdu.
They lost again.	Elles ont encore perdu.
They lost again.	Ils ont perdu à nouveau.
They lost again.	Elles ont perdu à nouveau.
They missed Tom.	Tom leur a manqué.
They seem happy.	Elles semblent heureuses.
They visited us.	Ils nous ont rendu visite.
They visited us.	Elles nous ont rendu visite.
They want peace.	Ils veulent la paix.
They want peace.	Elles veulent la paix.
They went crazy.	Ils devinrent fous.
They went crazy.	Elles devinrent folles.
They went crazy.	Ils sont devenus fous.
They went crazy.	Elles sont devenues folles.
They were lucky.	Elles eurent de la chance.
They were lucky.	Elles ont eu de la chance.
They were lucky.	Ils eurent de la chance.
They were lucky.	Ils ont eu de la chance.
They were naive.	Ils étaient crédules.
They were naive.	Elles étaient crédules.
They were naive.	Ils étaient naïfs.
They were naive.	Elles étaient naïves.
They were yours.	Ils étaient vôtres.
They were yours.	Elles étaient vôtres.
They were yours.	Ils étaient les vôtres.
They were yours.	Elles étaient les vôtres.
They'll be fine.	Tout ira bien pour eux.
They'll be fine.	Tout ira bien pour elles.
They'll find us.	Ils nous trouveront.
They'll find us.	Elle nous trouveront.
They'll kill me.	Ils me tueront.
They're all bad.	Ils sont tous mauvais.
They're all bad.	Elles sont toutes mauvaises.
They're amazing.	Ils sont incroyables.
They're amazing.	Elles sont incroyables.
They're animals.	Ce sont des animaux.
They're arguing.	Ils sont en train de se disputer.
They're arguing.	Elles sont en train de se disputer.
They're cousins.	Ils sont cousins.
They're cousins.	Elles sont cousines.
They're dancing.	Ils sont en train de danser.
They're dancing.	Elles sont en train de danser.
They're doctors.	Ils sont médecins.
They're doctors.	Elles sont médecins.
They're jittery.	Ils sont nerveux.
They're jittery.	Elles sont nerveuses.
They're jittery.	Ils ont la frousse.
They're jittery.	Elles ont la frousse.
They're leaving.	Ils partent.
They're leaving.	Ils s'en vont.
They're not bad.	Ils ne sont pas mal.
They're outside.	Ils sont dehors.
They're outside.	Ils sont à l'extérieur.
They're similar.	Ils sont similaires.
They're similar.	Elles sont similaires.
They're similar.	Ils sont semblables.
They're similar.	Elles sont semblables.
They're smiling.	Ils sourient.
They're special.	Ils sont spéciaux.
They're special.	Elles sont spéciales.
They're staying.	Ils restent.
They're staying.	Elles restent.
They're talking.	Ils parlent.
They're talking.	Elles parlent.
They're too fat.	Ils sont trop gros.
They're too fat.	Ils sont trop gras.
They're too fat.	Elles sont trop grosses.
They're too fat.	Elles sont trop grasses.
They're useless.	Ils sont inutiles.
They're useless.	Elles sont inutiles.
They're with me.	Ils sont avec moi.
This book's new.	Ce livre est nouveau.
This book's new.	Ce livre est neuf.
This dog is big.	Ce chien est massif.
This is a farce.	Il s'agit d'une farce.
This is amazing.	C'est incroyable.
This is amazing.	C'est génial.
This is awesome.	C'est effarant !
This is awesome.	C'est super !
This is awesome.	C'est génial !
This is awesome.	C'est fantastique !
This is correct.	C'est exact.
This is foolish.	C'est idiot.
This is for you.	C'est pour ton bien.
This is for you.	C'est pour toi.
This is for you.	C'est pour vous.
This is for you.	Ceci est pour toi.
This is for you.	Ceci est pour vous.
This is hogwash.	Ce sont des foutaises.
This is illegal.	C'est illégal.
This is my beer.	C'est ma bière.
This is my book.	C'est mon livre.
This is my fate.	C'est mon destin.
This is my fate.	C'est ma destinée.
This is my fate.	C'est mon sort.
This is my home.	C'est ma maison.
This is my room.	Voici ma chambre.
This is my wine.	Ce vin est le mien.
This is my wine.	C'est mon vin.
This is no joke.	Ce n'est pas une blague.
This is nothing.	Ce n'est rien.
This is painful.	C'est douloureux.
This is perfect.	C'est parfait.
This is private.	C'est privé.
This is reality.	C'est la réalité.
This is rubbish.	Ce sont des balivernes.
This is so easy.	C'est tellement facile.
This is so easy.	C'est si facile.
This is so good.	C'est tellement bon.
This is the boy.	C'est le garçon.
This is the end.	C'est la fin.
This is typical.	C'est classique.
This is unusual.	C'est singulier.
This is unusual.	C'est insolite.
This is useless.	C'est inutile.
This isn't safe.	Ce n'est pas sans danger.
This looks good.	Ça a l'air bien.
This looks good.	Ça a l'air bon.
This might hurt.	Ça pourrait faire mal.
Those are gifts.	Ce sont des cadeaux.
Time for dinner.	C'est l'heure du dîner.
Time for dinner.	C'est l'heure de dîner.
To each his own.	À chacun le sien.
Today is Friday.	Nous sommes vendredi.
Today is Sunday.	C'est aujourd'hui dimanche.
Today is hectic.	C'est chaud, aujourd'hui.
Tom ate quickly.	Tom mangea rapidement.
Tom ate quickly.	Tom a mangé rapidement.
Tom believed it.	Tom l'a cru.
Tom called back.	Tom rappela.
Tom called back.	Tom a rappelé.
Tom contributed.	Tom contribua.
Tom contributed.	Tom a contribué.
Tom didn't call.	Tom n'a pas appelé.
Tom disappeared.	Tom a disparu.
Tom exaggerates.	Tom exagère.
Tom had no sons.	Tom n'avait pas de fils.
Tom has a beard.	Tom a une barbe.
Tom has a horse.	Tom a un cheval.
Tom has my book.	Tom a mon livre.
Tom hugged Mary.	Tom fit un câlin à Marie.
Tom is a Muslim.	Tom est musulman.
Tom is a doctor.	Tom est docteur.
Tom is a doctor.	Tom est médecin.
Tom is a genius.	Tom est un génie.
Tom is a player.	Tom est un joueur.
Tom is all ears.	Tom est tout ouïe.
Tom is an idiot.	Tom est idiot.
Tom is deranged.	Tom est dérangé.
Tom is laughing.	Tom rit.
Tom is laughing.	Tom rigole.
Tom is laughing.	Tom est en train de rire.
Tom is likeable.	Tom est sympathique.
Tom is no angel.	Tom n'est pas un ange.
Tom is not dumb.	Tom n'est pas débile.
Tom is not here.	Tom n'est pas ici.
Tom is on leave.	Tom est en congé.
Tom is quitting.	Tom démissionne.
Tom is reckless.	Tom est insouciant.
Tom is relieved.	Tom est soulagé.
Tom is speaking.	Tom est en train de parler.
Tom is studying.	Tom est en train d'étudier.
Tom is sweating.	Tom transpire.
Tom is tireless.	Tom est infatigable.
Tom is tolerant.	Tom est tolérant.
Tom is watching.	Tom regarde.
Tom is your age.	Tom a ton âge.
Tom is your age.	Tom a votre âge.
Tom kicked Mary.	Tom donna un coup de pied à Mary.
Tom killed Mary.	Tom tua Mary.
Tom killed Mary.	Tom a tué Mary.
Tom kissed Mary.	Tom embrassa Mary.
Tom kissed Mary.	Tom a embrassé Mary.
Tom likes chess.	Tom aime les échecs.
Tom looked back.	Tom regarda en arrière.
Tom looked back.	Tom a regardé en arrière.
Tom looks great.	Tom est superbe.
Tom looks happy.	Tom a l'air heureux.
Tom never comes.	Tom ne vient jamais.
Tom never falls.	Tom ne tombe jamais.
Tom paid for it.	Tom a payé pour cela.
Tom quit school.	Tom a quitté l'école.
Tom saw a mouse.	Tom vit une souris.
Tom saw a mouse.	Tom a vu une souris.
Tom seems angry.	Tom semble énervé.
Tom seems angry.	Tom a l'air énervé.
Tom seems happy.	Tom a l'air heureux.
Tom seems young.	Tom semble jeune.
Tom seems young.	Tom a l'air jeune.
Tom stayed calm.	Tom est resté calme.
Tom stayed calm.	Tom resta calme.
Tom turned pale.	Tom a pâli.
Tom volunteered.	Tom se porta volontaire.
Tom wanted that.	Tom voulait cela.
Tom warned Mary.	Thomas avertit Marie.
Tom was in love.	Tom était amoureux.
Tom was nervous.	Tom était nerveux.
Tom was popular.	Tom était populaire.
Tom was sobbing.	Tom sanglotait.
Tom wasn't sure.	Tom n'était pas sûr.
Tom went inside.	Tom est entré.
Tom went inside.	Tom est allé à l'intérieur.
Tom will fix it.	Tom le corrigera.
Tom will fix it.	Tom le réparera.
Tom works a lot.	Tom travaille beaucoup.
Tom writes well.	Tom écrit bien.
Tom's different.	Tom est différent.
Tom's important.	Tom est important.
Tom's my friend.	Tom est mon ami.
Trust is earned.	La confiance, ça s'acquiert.
Try and stop me.	Essaie de m'arrêter !
Try and stop me.	Essayez de m'arrêter !
Try not to yawn.	Essaie de ne pas bâiller.
Turn off the TV.	Éteins la télévision.
Unlock the door.	Déverrouille la porte.
Unlock the door.	Déverrouille la porte !
Unlock the door.	Déverrouillez la porte !
Wait one second.	Attends une seconde !
Wait one second.	Attendez une seconde !
Wait right here.	Attends précisément ici.
Wait right here.	Attendez précisément ici.
Walls have ears.	Les murs ont des oreilles.
Wash your hands.	Lave-toi les mains.
Watch carefully.	Regarde attentivement !
Watch carefully.	Regardez attentivement !
Watch the front.	Surveille devant.
Watch the front.	Surveille le devant.
Watch your back.	Surveille tes arrières !
Watch your step.	Regarde où tu poses le pied.
Watch your step.	Regardez où vous posez le pied.
Watch your toes.	Attention à tes orteils.
We all did well.	Nous avons tous bien réussi.
We all did well.	Nous avons toutes bien réussi.
We all had hope.	Nous avions tous de l'espoir.
We all had hope.	Nous avions toutes de l'espoir.
We all have fun.	Nous nous amusons tous.
We all have fun.	Nous nous amusons toutes.
We all know Tom.	Nous connaissons tous Tom.
We all like him.	Nous l'aimons tous.
We all like him.	Nous l'apprécions tous.
We all like him.	Nous l'apprécions toutes.
We all suffered.	Nous avons tous souffert.
We all suffered.	Nous avons toutes souffert.
We are a family.	Nous sommes une famille.
We are brothers.	Nous sommes frères.
We are busy men.	Nous sommes des hommes occupés.
We are his sons.	Nous sommes ses fils.
We are students.	Nous sommes étudiants.
We are teachers.	Nous sommes enseignants.
We are teachers.	Nous sommes enseignantes.
We are the best.	Nous sommes les meilleurs.
We are watching.	Nous regardons.
We ate together.	Nous avons mangé ensemble.
We both want it.	Nous le voulons tous les deux.
We both want it.	Nous le voulons toutes les deux.
We can't attend.	Nous ne pouvons y assister.
We can't escape.	Nous ne pouvons nous échapper.
We can't see it.	Nous ne pouvons pas le voir.
We closed early.	Nous avons fermé tôt.
